-0.135,0.021,0.986
0.004,-0.002,-0.003
0.003,-0.003,-0.003
0.002,-0.003,-0.002
0.001,-0.003,-0.001
0.001,-0.003,0.001
0.001,-0.004,0.002
0.002,-0.005,0.002
0.002,-0.004,0.000
0.001,-0.003,-0.003
-0.001,-0.002,-0.004
-0.002,-0.001,-0.005
-0.001,-0.001,-0.005
-0.001,-0.001,-0.003
0.000,-0.001,-0.001
0.001,-0.001,0.001
0.002,-0.001,0.003
0.001,-0.001,0.003
0.001,-0.001,0.002
0.000,0.000,0.001
-0.001,0.001,-0.001
-0.001,0.001,-0.002
-0.001,0.001,-0.002
-0.002,0.000,-0.002
-0.001,0.000,-0.001
0.000,0.000,0.001
0.000,-0.001,0.002
0.001,-0.002,0.002
0.001,-0.002,0.002
0.000,-0.002,0.001
0.000,-0.002,0.000
0.000,-0.002,-0.001
0.000,-0.002,-0.001
0.001,-0.003,-0.001
0.002,-0.003,-0.002
0.002,-0.003,-0.002
0.002,-0.003,-0.001
0.002,-0.003,-0.001
0.001,-0.002,-0.001
0.000,-0.002,-0.001
0.001,-0.002,-0.001
0.001,-0.002,0.000
0.001,-0.002,0.000
0.001,-0.002,0.000
0.000,-0.002,0.000
0.000,-0.001,0.000
0.000,-0.001,0.000
0.000,-0.001,0.000
-0.001,-0.001,0.000
-0.001,0.000,0.001
-0.001,0.000,0.001
-0.001,0.000,0.001
0.000,0.000,0.001
0.000,0.000,0.001
0.000,0.000,0.001
0.000,0.000,0.001
-0.001,-0.001,0.000
-0.001,-0.001,0.000
0.000,-0.001,0.000
0.000,-0.002,-0.001
0.001,-0.002,-0.001
0.001,-0.002,-0.001
0.001,-0.002,-0.001
0.001,-0.003,-0.001
0.001,-0.003,0.000
0.001,-0.003,0.000
0.001,-0.003,0.000
0.001,-0.003,0.000
0.001,-0.003,0.000
0.001,-0.003,-0.001
0.001,-0.003,-0.001
0.001,-0.003,-0.001
0.001,-0.003,-0.001
0.000,-0.002,0.000
0.000,-0.002,0.000
0.000,-0.002,0.000
0.000,-0.002,0.001
0.000,-0.002,0.001
0.000,-0.001,0.001
0.001,0.000,0.001
0.000,0.000,0.001
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
-0.001,-0.001,0.000
-0.001,-0.001,0.001
-0.001,-0.001,0.000
0.000,-0.002,0.000
0.000,-0.002,0.000
0.000,-0.002,0.000
0.001,-0.002,0.000
0.001,-0.002,0.000
0.001,-0.001,0.000
0.002,-0.002,-0.001
0.001,-0.003,-0.001
0.001,-0.003,-0.002
0.001,-0.003,-0.001
0.001,-0.003,-0.001
0.000,-0.002,-0.001
0.000,-0.002,-0.001
0.000,-0.002,0.000
0.000,-0.002,0.000
0.001,-0.002,0.000
0.001,-0.001,0.001
0.001,-0.001,0.001
0.001,-0.001,0.000
0.001,-0.001,0.000
0.000,-0.001,0.000
0.000,0.000,0.000
0.000,-0.001,-0.001
0.000,-0.001,-0.001
0.000,-0.001,0.000
0.000,-0.001,0.000
0.000,-0.001,0.000
0.000,-0.001,0.001
0.000,-0.002,0.000
0.001,-0.002,0.000
0.001,-0.002,0.000
0.001,-0.002,-0.001
0.001,-0.002,-0.001
0.001,-0.002,-0.001
0.000,-0.002,0.000
0.000,-0.003,0.000
0.001,-0.003,0.000
0.001,-0.002,0.000
0.000,-0.002,-0.001
0.000,-0.002,-0.001
0.000,-0.002,-0.001
0.000,-0.001,-0.001
0.001,-0.001,0.000
0.001,-0.001,0.000
0.001,-0.001,0.000
0.000,-0.001,0.000
0.000,-0.001,0.000
0.000,0.000,0.000
0.000,-0.001,0.000
0.000,-0.001,0.000
0.000,-0.001,0.000
0.000,-0.001,0.000
0.000,-0.001,-0.001
0.000,-0.001,-0.001
0.000,-0.002,0.000
0.001,-0.002,0.000
0.001,-0.002,-0.001
0.001,-0.002,-0.001
0.001,-0.002,-0.001
0.001,-0.002,-0.001
0.000,-0.002,-0.001
0.000,-0.001,0.000
0.000,-0.001,0.000
0.000,-0.001,0.000
0.000,-0.002,0.000
0.000,-0.002,0.000
0.000,-0.001,0.000
0.000,-0.001,0.000
-0.002,-0.001,-0.002
0.001,0.000,-0.002
0.005,0.000,-0.002
0.005,0.003,-0.001
0.003,0.001,-0.001
0.001,0.001,0.001
-0.003,0.003,0.001
-0.005,0.004,0.003
-0.004,0.004,0.003
-0.002,0.001,0.003
0.000,-0.001,0.003
0.000,-0.001,0.002
-0.001,-0.001,0.000
0.000,0.000,-0.001
0.001,-0.001,-0.002
0.003,-0.003,-0.002
0.004,-0.005,-0.003
0.003,-0.005,-0.003
0.000,-0.005,-0.003
-0.002,-0.005,-0.003
-0.002,-0.005,-0.003
0.001,-0.005,-0.002
0.003,-0.005,-0.002
0.003,-0.004,-0.002
0.002,-0.004,-0.002
0.000,-0.002,-0.001
-0.001,-0.002,-0.001
-0.001,-0.002,0.000
0.000,-0.002,0.001
0.001,-0.002,0.002
0.001,-0.002,0.002
0.000,-0.001,0.001
-0.001,0.000,0.001
-0.001,0.000,0.000
0.000,0.000,-0.001
0.001,0.000,-0.001
0.001,-0.001,-0.001
0.000,-0.001,-0.001
-0.002,-0.001,0.000
-0.002,-0.001,0.001
-0.001,-0.002,0.001
0.000,-0.003,0.001
0.001,-0.004,0.001
0.001,-0.003,0.000
0.001,-0.003,-0.001
0.001,-0.003,-0.002
0.000,-0.003,-0.003
0.001,-0.003,-0.003
0.001,-0.003,-0.002
0.001,-0.003,-0.001
0.001,-0.002,0.000
0.000,-0.002,0.001
0.000,-0.002,0.001
0.000,-0.002,0.001
0.000,-0.002,0.000
0.001,-0.001,0.000
0.001,-0.001,-0.001
0.001,0.000,-0.001
0.000,0.000,-0.001
0.000,0.000,0.000
0.000,0.000,0.001
0.000,-0.001,0.002
0.000,-0.001,0.002
-0.001,-0.001,0.001
-0.001,-0.001,0.001
-0.001,-0.002,0.000
0.000,-0.002,-0.001
0.001,-0.002,-0.001
0.001,-0.002,0.000
0.001,-0.002,0.000
0.001,-0.003,-0.001
0.001,-0.003,-0.001
0.001,-0.003,0.000
0.001,-0.003,0.000
0.001,-0.004,-0.001
0.001,-0.004,-0.001
0.001,-0.003,-0.001
0.001,-0.002,-0.001
0.001,-0.002,-0.001
0.001,-0.001,-0.001
0.001,-0.001,-0.001
0.002,-0.001,0.000
0.001,-0.001,0.000
0.000,-0.001,0.000
-0.001,-0.001,0.000
-0.001,-0.001,0.000
0.000,-0.001,0.000
0.000,-0.001,0.000
0.000,-0.002,0.000
-0.001,-0.001,0.001
-0.001,-0.001,0.000
0.000,0.000,0.000
0.000,-0.001,0.000
0.000,-0.001,0.000
0.001,-0.002,-0.001
0.001,-0.002,0.000
0.000,-0.002,-0.001
0.000,-0.002,-0.001
0.000,-0.002,0.000
0.000,-0.002,-0.001
0.000,-0.003,-0.001
0.000,-0.003,-0.001
0.000,-0.003,-0.001
0.000,-0.003,-0.001
0.000,-0.003,-0.001
0.000,-0.002,0.000
0.001,-0.001,0.000
0.000,-0.001,0.000
0.000,-0.001,0.000
0.001,-0.001,0.000
0.000,-0.001,0.000
0.000,-0.001,0.000
0.000,-0.001,0.000
0.000,-0.001,0.000
0.000,-0.001,-0.001
0.000,0.000,0.000
0.000,-0.001,0.000
0.000,-0.001,0.000
0.001,-0.001,0.000
0.001,-0.001,0.000
0.001,-0.001,0.000
0.001,-0.002,0.000
0.001,-0.002,0.000
0.001,-0.002,0.000
0.001,-0.002,0.000
0.001,-0.002,-0.001
0.001,-0.002,-0.001
0.001,-0.002,-0.001
0.001,-0.002,-0.001
0.001,-0.002,-0.001
0.001,-0.002,-0.001
0.001,-0.002,-0.001
0.001,-0.002,-0.001
0.001,-0.002,0.000
0.000,-0.002,0.000
0.000,-0.002,0.000
0.000,-0.002,0.000
0.000,-0.001,0.000
0.001,-0.001,0.000
0.000,-0.002,0.000
-0.001,-0.002,0.000
-0.001,-0.002,0.000
0.000,-0.002,0.000
0.000,-0.001,0.000
0.000,-0.001,0.000
0.000,-0.001,0.000
0.000,-0.001,0.000
0.000,-0.001,0.000
0.001,-0.001,0.000
0.001,-0.002,-0.001
0.001,-0.002,-0.001
0.000,-0.002,-0.001
0.001,-0.002,-0.001
0.000,-0.002,0.000
0.000,-0.002,0.000
0.000,-0.002,0.000
0.000,-0.003,0.000
0.000,-0.003,0.000
0.001,-0.002,0.000
0.001,-0.002,-0.001
0.001,-0.001,-0.001
0.001,-0.001,-0.001
0.001,-0.002,-0.001
0.001,-0.001,0.000
0.001,-0.001,0.001
0.000,-0.001,0.001
0.000,-0.001,0.000
0.000,-0.001,0.000
0.000,-0.001,0.000
0.000,-0.001,-0.001
0.000,-0.001,-0.001
0.000,-0.001,0.000
0.000,-0.002,0.000
0.001,-0.001,0.000
0.001,-0.001,0.000
0.001,-0.002,0.000
0.001,-0.001,0.000
0.001,-0.002,-0.001
0.001,-0.001,-0.001
0.000,-0.002,0.000
0.000,-0.002,-0.001
0.000,-0.002,-0.001
0.000,-0.002,-0.001
0.001,-0.002,-0.001
0.001,-0.002,0.000
0.001,-0.002,0.000
0.000,-0.002,0.000
0.000,-0.002,0.000
0.000,-0.002,0.000
0.001,-0.002,0.000
0.001,-0.002,0.000
0.001,-0.002,-0.001
0.001,-0.002,0.000
0.000,-0.001,0.000
0.000,-0.001,0.000
-0.001,-0.001,0.000
0.000,-0.001,0.000
0.000,-0.002,0.000
0.000,-0.002,0.000
0.000,-0.002,0.000
0.000,0.000,0.000
-0.001,0.006,0.000
-0.003,0.012,0.001
-0.005,0.014,-0.001
-0.006,0.011,-0.004
-0.006,0.007,-0.006
-0.005,0.005,-0.008
-0.003,0.000,-0.008
0.000,-0.005,-0.006
0.003,-0.009,-0.002
0.005,-0.006,0.002
0.006,-0.001,0.007
0.005,0.003,0.007
0.003,0.001,0.006
0.000,-0.002,0.004
-0.002,-0.006,0.002
-0.002,-0.007,0.001
-0.002,-0.007,0.002
-0.002,-0.008,0.003
0.000,-0.008,0.002
0.002,-0.008,0.002
0.003,-0.005,0.000
0.004,-0.003,-0.002
0.005,-0.002,-0.004
0.005,-0.002,-0.004
0.005,-0.002,-0.002
0.004,-0.002,0.000
0.002,-0.003,0.002
0.000,-0.004,0.003
-0.001,-0.005,0.003
-0.002,-0.004,0.002
-0.002,-0.003,-0.001
-0.002,-0.002,-0.003
-0.001,-0.001,-0.005
0.000,-0.001,-0.004
0.002,-0.001,-0.003
0.004,-0.001,-0.001
0.004,-0.002,0.001
0.004,-0.003,0.003
0.003,-0.003,0.004
0.001,-0.003,0.003
-0.001,-0.002,0.001
-0.003,-0.001,-0.001
-0.003,-0.001,-0.003
-0.003,-0.001,-0.004
-0.002,-0.001,-0.003
-0.001,0.000,-0.002
0.001,-0.001,0.000
0.002,-0.001,0.002
0.002,-0.001,0.003
0.002,-0.001,0.003
0.001,-0.001,0.002
0.001,-0.001,0.001
0.000,-0.001,-0.001
-0.001,-0.001,-0.002
-0.001,-0.001,-0.002
-0.001,-0.001,-0.002
0.000,-0.002,-0.001
0.000,-0.001,-0.001
0.001,-0.002,0.000
0.001,-0.002,0.000
0.001,-0.002,0.000
0.001,-0.002,0.000
0.001,-0.002,0.000
0.001,-0.003,0.000
0.001,-0.003,0.000
0.000,-0.003,-0.001
0.000,-0.003,-0.001
0.000,-0.002,-0.001
-0.001,-0.001,-0.001
0.000,-0.001,-0.001
0.000,-0.001,-0.001
0.000,-0.001,-0.001
0.001,-0.002,0.000
0.001,-0.001,0.001
0.002,-0.001,0.001
0.001,-0.001,0.001
0.001,-0.001,0.001
0.000,-0.001,0.000
-0.001,-0.001,-0.001
-0.001,-0.001,-0.002
0.000,-0.001,-0.002
0.000,-0.002,-0.001
0.001,-0.002,-0.001
0.001,-0.002,-0.001
0.002,-0.002,0.000
0.002,-0.002,0.000
0.002,-0.002,0.000
0.001,-0.003,0.001
0.001,-0.003,0.000
0.001,-0.002,0.000
0.000,-0.002,-0.001
0.000,-0.002,-0.001
0.000,-0.002,-0.001
0.000,-0.002,-0.001
0.000,-0.002,-0.002
0.000,-0.001,-0.001
0.001,-0.001,-0.002
0.001,0.004,-0.002
0.000,0.007,-0.003
0.000,0.009,-0.005
0.000,0.009,-0.008
0.001,0.009,-0.008
0.001,0.011,-0.007
0.000,0.012,-0.005
-0.001,0.011,-0.001
-0.003,0.007,0.003
-0.006,0.004,0.009
-0.011,0.000,0.011
-0.015,-0.003,0.012
-0.018,-0.006,0.010
-0.017,-0.010,0.005
-0.014,-0.014,0.000
-0.008,-0.016,-0.004
-0.002,-0.014,-0.008
0.005,-0.013,-0.010
0.012,-0.016,-0.011
0.015,-0.020,-0.011
0.016,-0.021,-0.011
0.016,-0.019,-0.007
0.013,-0.013,-0.004
0.009,-0.011,-0.002
0.005,-0.011,-0.001
